tourney,year,location,lng,lat,surface,money
Nice,1980,Nice,7.252817049999999,43.70319045,Clay,161771
Milan WCT,1980,Milan,9.177732249999998,45.46273385,Carpet,647082
Tampa,1980,Palm Harbor,-82.77852994999998,28.085866499999998,Hard,161771
Monte Carlo WCT,1980,Monte Carlo,7.42597045,43.741053,Clay,566197
New Orleans,1980,New Orleans,-89.88256344999998,30.03299645,Carpet,242656
Houston WCT,1980,Houston,-95.40129145,29.81717795,Clay,566197
Tulsa,1980,Tulsa,-95.87801045,36.1523015,Hard,161771
Johannesburg,1980,Johannesburg,28.04002455,-26.1715215,Hard,242656
Los Angeles,1980,Los Angeles,-118.4117325,34.020478999999995,Hard,566197
Las Vegas,1980,Las Vegas,-115.23834850000001,36.25512295,Hard,970623
Sao Paulo,1980,Sao Paulo,-46.5952992,-23.682412399999997,Carpet,566197
Dallas WCT,1980,Dallas,-96.73154245,32.820664550000004,Carpet,647082
Nations Cup,1980,"Duesseldorf, Germany",6.814350200000001,51.23845475,Clay,1294164
Forest Hills WCT,1980,Forest Hills,-73.84404595,40.72225895,Clay,970623
Hamburg,1980,Hamburg,10.02768365,53.56728285,Clay,647082
Florence,1980,Florence,11.2409679,43.77995815,Clay,161771
Rome,1980,Rome,12.5359979,41.9100711,Clay,647082
Munich,1980,Munich,11.54183575,48.15491075,Clay,242656
Roland Garros,1980,Paris,2.3470598999999996,48.85885895,Clay,1245633
Brussels,1980,Brussels,4.37538995,50.85497504999999,Clay,161771
London - Queen's Club,1980,London,-0.10159865,51.52864165,Grass,404426
Surbiton,1980,Surbiton,-0.2915472,51.38629339999999,Grass,161771
Vienna Outdoor,1980,Vienna,16.38005995,48.2206849,Clay,161771
Wimbledon,1980,London,-0.10159865,51.52864165,Grass,1132394
Gstaad,1980,Gstaad,7.286546450000001,46.4722248,Clay,404426
Newport,1980,Newport,-71.29900634999998,41.4989764,Grass,323541
Bastad,1980,Bastad,12.85985845,56.4277899,Clay,242656
Boston,1980,Boston,-70.97028399999998,42.31434994999999,Clay,566197
Stuttgart Outdoor,1980,Stuttgart,9.1772152,48.77920905000001,Clay,242656
Washington,1980,Washington,-120.88227695,47.27298575,Clay,566197
Hilversum,1980,Hilversum,5.1605481,52.23157145,Clay,242656
Kitzbuhel,1980,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,242656
North Conway,1980,North Conway,-71.13036545,44.04565295,Clay,566197
South Orange,1980,South Orange,-74.25913405,40.748957399999995,Clay,242656
Columbus,1980,Colombus,-82.99082899999998,39.98295145,Hard,242656
Indianapolis,1980,Indianapolis,-86.13274999999999,39.7797845,Clay,647082
Montreal - Toronto,1980,Toronto,-79.37805804999998,43.7182412,Hard,566197
Stowe,1980,Stowe,-72.71772254999998,44.48060194999999,Hard,242656
Cleveland,1980,Cleveland,-81.70585994999998,41.497532,Hard,242656
Cincinnati,1980,Cincinnati,-84.54040144999998,39.13634005,Hard,647082
Atlanta,1980,Atlanta,-84.42060395,33.76771289999999,Hard,242656
US Open,1980,New York,-73.979681,40.6974881,Hard,1132394
Bournemouth,1980,Bournemouth,-1.8597388,50.75400405,Clay,161771
Palermo,1980,Palermo,13.35728855,38.1405436,Clay,242656
Bordeaux,1980,Bordeaux,-0.586141,44.86372795,Clay,242656
Geneva,1980,Geneva,6.144088549999998,46.205029499999995,Clay,242656
San Francisco,1980,San Francisco,-122.7278025,37.7848269,Carpet,566197
Madrid,1980,Madrid,-3.67953665,40.437954299999994,Clay,404426
Maui,1980,Maui,-156.33798269999997,20.80299575,Hard,323541
Tel Aviv,1980,Tel Aviv,34.797246,32.0879315,Hard,161771
Brisbane,1980,Brisbane,152.99319645,-27.3821429,Grass,161771
Barcelona,1980,Barcelona,2.14876785,41.39479005,Clay,566197
Republic Of China,1980,Canton,-81.365144,40.80475035,Carpet,161771
Basel,1980,Basel,7.59445995,47.55459664999999,Hard,242656
Sydney Indoor,1980,Sydney,150.93197475,-33.84824395,Hard,566197
Tokyo Outdoor,1980,Tokyo,145.02823855,28.16176585,Clay,404426
Vienna,1980,Vienna,16.38005995,48.2206849,Hard,323541
Melbourne Indoor,1980,Melbourne,145.0531353,-37.9725665,Hard,404426
Paris Indoor,1980,Paris,2.3470598999999996,48.85885895,Hard,161771
Cologne,1980,Cologne,6.96732235,50.95770284999999,Hard,242656
Tokyo Indoor,1980,Tokyo,145.02823855,28.16176585,Carpet,970623
Hong Kong,1980,Hong Kong,114.1277,22.35272345,Hard,242656
Quito,1980,Quito,-78.4305382,-0.18659435,Clay,161771
Stockholm,1980,Stockholm,17.982052499999998,59.32614194999999,Carpet,566197
Bogota,1980,Bogota,-74.107807,4.64829755,Clay,161771
Taipei,1980,"Taipei, Chinese Taipei",121.50637795,25.0172264,Carpet,242656
Buenos Aires,1980,Buenos Aires,-58.43329845,-34.615823750000004,Clay,566197
Bangkok,1980,Bangkok,100.6331108,13.72459955,Carpet,242656
Bologna,1980,Bologna,11.3316855,44.499118200000005,Carpet,242656
Santiago,1980,Santiago,-70.62983129999999,-33.47278795,Clay,161771
Johannesburg,1980,Johannesburg,28.04002455,-26.1715215,Hard,566197
WCT Challenge Cup,1980,"Montreal, Canada",-73.73030250000001,45.55804205,Carpet,1035331
Sydney Outdoor,1980,Sydney,150.93197475,-33.84824395,Grass,404426
Sofia,1980,Sofia,23.3239467,42.69543215,Carpet,161771
Australian Open,1980,Melbourne,145.0531353,-37.9725665,Grass,1132394
Adelaide,1981,Adelaide,138.61115984999998,-35.00076695,Grass,144658
Monterrey WCT,1981,Monterrey,-100.30309615,25.64879495,Carpet,506301
San Juan,1981,San Juan,-66.06047244999999,18.38923745,Hard,216986
Guaruja,1981,Guaruja,-46.22349044999999,-23.94918395,Hard,216986
Vina Del Mar,1981,Vina Del Mar,-71.53025554999998,-33.0055289,Clay,144658
Philadelphia WCT,1981,Philadelphia,-75.11802829999998,40.002497999999996,Carpet,723288
Richmond WCT,1981,Richmond,-77.49326145,37.52466095,Carpet,506301
Pepsi Grand Slam,1981,Boca Raton,-80.11736545,26.3728294,Clay,867945
Mexico City,1981,Mexico City,-99.14361265,19.3907336,Clay,216986
Denver,1981,Denver,-104.85511145,39.76433895,Carpet,361644
Tampa,1981,Tampa,-82.45428045,27.99448255,Hard,216986
Cairo,1981,Cairo,31.25846435,30.05948845,Clay,216986
Brussels WCT,1981,Brussels,4.37538995,50.85497504999999,Carpet,506301
Rotterdam WCT,1981,Rotterdam,4.490406299999999,51.92797225,Carpet,506301
Nancy,1981,Nancy,6.173436949999998,48.68808094999999,Hard,144658
Stuttgart Indoor,1981,Stuttgart,9.1772152,48.77920905000001,Hard,216986
Milan WCT,1981,Milan,9.177732249999998,45.46273385,Carpet,506301
Linz,1981,Linz,14.327405,48.29506495,Hard,144658
Frankfurt WCT,1981,Frankfurt,8.636563800000001,50.121212,Carpet,506301
Nice,1981,Nice,7.252817049999999,43.70319045,Clay,144658
Houston WCT,1981,Houston,-95.40129145,29.81717795,Clay,506301
Johannesburg,1981,Johannesburg,28.04002455,-26.1715215,Hard,216986
Monte Carlo,1981,Monte Carlo,7.42597045,43.741053,Clay,723288
Los Angeles,1981,Los Angeles,-118.4117325,34.020478999999995,Hard,216986
Bournemouth,1981,Bournemouth,-1.8597388,50.75400405,Clay,216986
Las Vegas,1981,Las Vegas,-115.23834850000001,36.25512295,Hard,867945
Dallas WCT,1981,Dallas,-96.73154245,32.820664550000004,Carpet,578630
Nations Cup,1981,"Duesseldorf, Germany",6.814350200000001,51.23845475,Clay,1244055
Forest Hills WCT,1981,Forest Hills,-73.84404595,40.72225895,Clay,867945
Hamburg,1981,Hamburg,10.02768365,53.56728285,Clay,578630
Florence,1981,Florence,11.2409679,43.77995815,Clay,144658
Rome,1981,Rome,12.5359979,41.9100711,Clay,578630
Munich,1981,Munich,11.54183575,48.15491075,Clay,216986
Roland Garros,1981,Paris,2.3470598999999996,48.85885895,Clay,1157260
London - Queen's Club,1981,London,-0.10159865,51.52864165,Grass,361644
Brussels,1981,Brussels,4.37538995,50.85497504999999,Clay,144658
Venice,1981,Venice,12.3817426,45.40454324999999,Clay,144658
Bristol,1981,Bristol,-2.5907175,51.46848895,Grass,216986
Wimbledon,1981,London,-0.10159865,51.52864165,Grass,1122566
Newport,1981,Newport,-71.29900634999998,41.4989764,Grass,289315
Gstaad,1981,Gstaad,7.286546450000001,46.4722248,Clay,361644
Kitzbuhel,1981,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,216986
Stuttgart Outdoor,1981,Stuttgart,9.1772152,48.77920905000001,Clay,216986
Boston,1981,Boston,-70.97028399999998,42.31434994999999,Clay,506301
Washington,1981,Washington,-120.88227695,47.27298575,Clay,506301
Hilversum,1981,Hilversum,5.1605481,52.23157145,Clay,216986
Bastad,1981,Bastad,12.85985845,56.4277899,Clay,216986
South Orange,1981,South Orange,-74.25913405,40.748957399999995,Clay,216986
North Conway,1981,North Conway,-71.13036545,44.04565295,Clay,506301
Indianapolis,1981,Indianapolis,-86.13274999999999,39.7797845,Clay,578630
Montreal - Toronto,1981,Montreal,-73.73030250000001,45.55804205,Hard,578630
Cleveland,1981,Cleveland,-81.70585994999998,41.497532,Hard,216986
Stowe,1981,Stowe,-72.71772254999998,44.48060194999999,Hard,216986
Atlanta,1981,Atlanta,-84.42060395,33.76771289999999,Hard,216986
Cincinnati,1981,Cincinnati,-84.54040144999998,39.13634005,Hard,578630
US Open,1981,New York,-73.979681,40.6974881,Hard,1272986
Palermo,1981,Palermo,13.35728855,38.1405436,Clay,216986
Bordeaux,1981,Bordeaux,-0.586141,44.86372795,Clay,216986
San Francisco,1981,San Francisco,-122.7278025,37.7848269,Carpet,506301
Geneva,1981,Geneva,6.144088549999998,46.205029499999995,Clay,216986
Maui,1981,Maui,-156.33798269999997,20.80299575,Hard,144658
Madrid,1981,Madrid,-3.67953665,40.437954299999994,Clay,216986
Brisbane,1981,Brisbane,152.99319645,-27.3821429,Grass,144658
Tel Aviv,1981,Tel Aviv,34.797246,32.0879315,Hard,144658
Barcelona,1981,Barcelona,2.14876785,41.39479005,Clay,506301
Sydney Indoor,1981,Sydney,150.93197475,-33.84824395,Hard,506301
Basel,1981,Basel,7.59445995,47.55459664999999,Hard,216986
Melbourne Indoor,1981,Melbourne,145.0531353,-37.9725665,Hard,361644
Vienna,1981,Vienna,16.38005995,48.2206849,Hard,289315
Tokyo Outdoor,1981,Tokyo,145.02823855,28.16176585,Clay,361644
Tokyo Indoor,1981,Tokyo,145.02823855,28.16176585,Carpet,867945
Paris Indoor,1981,Paris,2.3470598999999996,48.85885895,Hard,144658
Cologne,1981,Cologne,6.96732235,50.95770284999999,Hard,216986
Hong Kong,1981,Hong Kong,114.1277,22.35272345,Hard,216986
Quito,1981,Quito,-78.4305382,-0.18659435,Clay,144658
Stockholm,1981,Stockholm,17.982052499999998,59.32614194999999,Hard,578630
Taipei,1981,"Taipei, Chinese Taipei",121.50637795,25.0172264,Carpet,216986
Bologna,1981,Bologna,11.3316855,44.499118200000005,Carpet,216986
Bangkok,1981,Bangkok,100.6331108,13.72459955,Carpet,216986
Buenos Aires,1981,Buenos Aires,-58.43329845,-34.615823750000004,Clay,506301
Manila,1981,Manila,120.9795598,14.5964983,Carpet,216986
Johannesburg,1981,Johannesburg,28.04002455,-26.1715215,Hard,867945
Santiago,1981,Santiago,-70.62983129999999,-33.47278795,Clay,144658
Sofia,1981,Sofia,23.3239467,42.69543215,Carpet,144658
Sydney Outdoor,1981,Sydney,150.93197475,-33.84824395,Grass,361644
Australian Open,1981,Melbourne,145.0531353,-37.9725665,Grass,1012603
Adelaide,1982,Adelaide,138.61115984999998,-35.00076695,Grass,200190
Guaruja,1982,Guaruja,-46.22349044999999,-23.94918395,Hard,266920
Mexico City WCT,1982,Mexico City,-99.14361265,19.3907336,Carpet,800761
Vina Del Mar,1982,Vina Del Mar,-71.53025554999998,-33.0055289,Clay,200190
Philadelphia,1982,Philadelphia,-75.11802829999998,40.002497999999996,Carpet,800761
Denver,1982,Denver,-104.85511145,39.76433895,Carpet,667301
Buenos Aires,1982,Buenos Aires,-58.43329845,-34.615823750000004,Clay,200190
Caracas,1982,Caracas,-66.89036585,10.46839175,Hard,200190
Richmond WCT,1982,Richmond,-77.49326145,37.52466095,Carpet,800761
Cairo,1982,Cairo,31.25846435,30.05948845,Clay,200190
Monterrey,1982,Monterrey,-100.30309615,25.64879495,Carpet,800761
Munich-2 WCT,1982,Munich,11.54183575,48.15491075,Carpet,800761
Linz,1982,Linz,14.327405,48.29506495,Carpet,200190
Brussels,1982,Brussels,4.37538995,50.85497504999999,Carpet,667301
Strasbourg WCT,1982,Strasbourg,7.7620939999999985,48.56911355,Carpet,800761
Rotterdam,1982,Rotterdam,4.490406299999999,51.92797225,Carpet,667301
Metz,1982,Metz,6.1964060000000005,49.10485299999999,Hard,200190
Milan,1982,Milan,9.177732249999998,45.46273385,Carpet,934222
Zurich WCT,1982,Zurich,8.536715,47.377455,Carpet,800761
Frankfurt,1982,Frankfurt,8.636563800000001,50.121212,Carpet,667301
Nice,1982,Nice,7.252817049999999,43.70319045,Clay,200190
Monte Carlo,1982,Monte Carlo,7.42597045,43.741053,Clay,800761
Houston WCT,1982,Houston,-95.40129145,29.81717795,Clay,800761
Los Angeles,1982,Los Angeles,-118.4117325,34.020478999999995,Hard,533841
Bournemouth,1982,Bournemouth,-1.8597388,50.75400405,Clay,266920
Las Vegas,1982,Las Vegas,-115.23834850000001,36.25512295,Hard,800761
Dallas WCT,1982,Dallas,-96.73154245,32.820664550000004,Carpet,800761
Tampa,1982,Tampa,-82.45428045,27.99448255,Hard,200190
Madrid,1982,Madrid,-3.67953665,40.437954299999994,Clay,533841
Hilton Head WCT,1982,Hilton Head,-80.74739604999998,32.18348885,Clay,266920
Forest Hills WCT,1982,Forest Hills,-73.84404595,40.72225895,Clay,800761
World Team Cup,1982,Dusseldorf,6.814350200000001,51.23845475,Clay,1201142
Florence,1982,Florence,11.2409679,43.77995815,Clay,200190
Hamburg,1982,Hamburg,10.02768365,53.56728285,Clay,667301
Rome,1982,Rome,12.5359979,41.9100711,Clay,800761
Munich,1982,Munich,11.54183575,48.15491075,Clay,200190
Roland Garros,1982,Paris,2.3470598999999996,48.85885895,Clay,1267872
Venice,1982,Venice,12.3817426,45.40454324999999,Clay,200190
London - Queen's Club,1982,London,-0.10159865,51.52864165,Grass,400381
Bristol,1982,Bristol,-2.5907175,51.46848895,Grass,266920
Wimbledon,1982,London,-0.10159865,51.52864165,Grass,1439147
Gstaad,1982,Gstaad,7.286546450000001,46.4722248,Clay,266920
Newport,1982,Newport,-71.29900634999998,41.4989764,Grass,266920
Stuttgart Outdoor,1982,Stuttgart,9.1772152,48.77920905000001,Clay,200190
Bastad,1982,Bastad,12.85985845,56.4277899,Clay,200190
Zell Am See WCT,1982,Zell Am See,12.81792995,47.32358505,Clay,800761
Boston,1982,Boston,-70.97028399999998,42.31434994999999,Clay,533841
Hilversum,1982,Hilversum,5.1605481,52.23157145,Clay,200190
Kitzbuhel,1982,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,266920
Washington,1982,Washington,-120.88227695,47.27298575,Clay,533841
North Conway,1982,North Conway,-71.13036545,44.04565295,Clay,533841
South Orange,1982,South Orange,-74.25913405,40.748957399999995,Clay,200190
Cap d'Agde WCT,1982,Cap d'Agde,3.51030245,43.287057399999995,Hard,800761
Indianapolis,1982,Indianapolis,-86.13274999999999,39.7797845,Clay,533841
Montreal - Toronto,1982,Toronto,-79.37805804999998,43.7182412,Hard,800761
Cleveland,1982,Cleveland,-81.70585994999998,41.497532,Hard,200190
Stowe,1982,Stowe,-72.71772254999998,44.48060194999999,Hard,200190
Cincinnati,1982,Cincinnati,-84.54040144999998,39.13634005,Hard,800761
US Open,1982,New York,-73.979681,40.6974881,Hard,1601523
Palermo,1982,Palermo,13.35728855,38.1405436,Clay,266920
Geneva,1982,Geneva,6.144088549999998,46.205029499999995,Clay,200190
Bordeaux,1982,Bordeaux,-0.586141,44.86372795,Clay,200190
San Francisco,1982,San Francisco,-122.7278025,37.7848269,Carpet,533841
Los Angeles-2 WCT,1982,Los Angeles,-118.4117325,34.020478999999995,Carpet,800761
Maui,1982,Maui,-156.33798269999997,20.80299575,Hard,266920
Barcelona,1982,Barcelona,2.14876785,41.39479005,Clay,533841
Melbourne Indoor,1982,Melbourne,145.0531353,-37.9725665,Carpet,266920
Sydney Indoor,1982,Sydney,150.93197475,-33.84824395,Hard,533841
Basel,1982,Basel,7.59445995,47.55459664999999,Hard,266920
Naples WCT,1982,Naples,-81.79453995,26.144907,Carpet,667301
Tokyo Outdoor,1982,Tokyo,145.02823855,28.16176585,Clay,333651
Vienna,1982,Vienna,16.38005995,48.2206849,Hard,266920
Amsterdam WCT,1982,Amsterdam,4.903960400000001,52.354619,Carpet,800761
Tokyo Indoor,1982,Tokyo,145.02823855,28.16176585,Carpet,800761
Paris Indoor,1982,Paris,2.3470598999999996,48.85885895,Hard,200190
Cologne,1982,Cologne,6.96732235,50.95770284999999,Hard,200190
Quito,1982,Quito,-78.4305382,-0.18659435,Clay,200190
Baltimore WCT,1982,Baltimore,-76.62049675,39.284706400000005,Carpet,800761
Stockholm,1982,Stockholm,17.982052499999998,59.32614194999999,Hard,800761
Hong Kong,1982,Hong Kong,114.1277,22.35272345,Hard,266920
Taipei,1982,"Taipei, Chinese Taipei",121.50637795,25.0172264,Carpet,200190
Bangkok,1982,Bangkok,100.6331108,13.72459955,Carpet,200190
Ancona,1982,Ancona,13.5068264,43.58217165,Carpet,200190
Sao Paulo,1982,Sao Paulo,-46.5952992,-23.682412399999997,Clay,533841
Dortmund WCT,1982,Dortmund,7.4702625,51.507884499999996,Carpet,800761
Johannesburg,1982,Johannesburg,28.04002455,-26.1715215,Hard,800761
Itaparica,1982,Itaparica,-38.7013875,-13.00587165,Grass,200190
Chicago-2 WCT,1982,Chicago,-87.73196395,41.83373295,Carpet,800761
Australian Open,1982,Melbourne,145.0531353,-37.9725665,Grass,1201142
Toulouse,1982,Toulouse,1.432841,43.60069995,Hard,200190
Sydney Outdoor,1982,Sydney,150.93197475,-33.84824395,Grass,333651
Hartford WCT,1982,Hartford,-72.68008695,41.76568745,Carpet,800761
Adelaide-2,1982,Adelaide,138.61115984999998,-35.00076695,Grass,200190
Melbourne,1982,Melbourne,145.0531353,-37.9725665,Grass,200190
Guaruja,1983,Guaruja,-46.22349044999999,-23.94918395,Hard,514744
Detroit WCT,1983,Detroit,-83.099205,42.352711,Carpet,643430
Philadelphia,1983,Philadelphia,-75.11802829999998,40.002497999999996,Carpet,772116
Caracas,1983,Caracas,-66.89036585,10.46839175,Hard,193029
Richmond WCT,1983,Richmond,-77.49326145,37.52466095,Carpet,772116
Vina Del Mar,1983,Vina Del Mar,-71.53025554999998,-33.0055289,Clay,193029
Monterrey,1983,Monterrey,-100.30309615,25.64879495,Carpet,193029
Brussels,1983,Brussels,4.37538995,50.85497504999999,Carpet,643430
Nancy,1983,Nancy,6.173436949999998,48.68808094999999,Hard,193029
Munich WCT,1983,Munich,11.54183575,48.15491075,Carpet,772116
Rotterdam,1983,Rotterdam,4.490406299999999,51.92797225,Hard,643430
Nice,1983,Nice,7.252817049999999,43.70319045,Clay,193029
Milan,1983,Milan,9.177732249999998,45.46273385,Carpet,900802
Monte Carlo,1983,Monte Carlo,7.42597045,43.741053,Clay,772116
Houston-WCT,1983,Houston,-95.40129145,29.81717795,Clay,772116
Lisbon,1983,Lisbon,-9.16020325,38.7436266,Clay,643430
Aix-En-Provence,1983,Aix-En-Provence,5.387946999999999,43.535974,Clay,193029
Los Angeles,1983,Los Angeles,-118.4117325,34.020478999999995,Hard,514744
Hilton Head WCT,1983,Hilton Head,-80.74739604999998,32.18348885,Clay,643430
Bournemouth,1983,Bournemouth,-1.8597388,50.75400405,Clay,321715
Las Vegas,1983,Las Vegas,-115.23834850000001,36.25512295,Hard,804287
Tampa,1983,Tampa,-82.45428045,27.99448255,Carpet,193029
Madrid,1983,Madrid,-3.67953665,40.437954299999994,Clay,514744
Dallas WCT,1983,Dallas,-96.73154245,32.820664550000004,Carpet,772116
Forest Hills WCT,1983,Forest Hills,-73.84404595,40.72225895,Clay,772116
World Team Cup,1983,Dusseldorf,6.814350200000001,51.23845475,Clay,1158174
Hamburg,1983,Hamburg,10.02768365,53.56728285,Clay,643430
Florence,1983,Florence,11.2409679,43.77995815,Clay,193029
Rome,1983,Rome,12.5359979,41.9100711,Clay,772116
Munich,1983,Munich,11.54183575,48.15491075,Clay,193029
Roland Garros,1983,Paris,2.3470598999999996,48.85885895,Clay,1608575
London - Queen's Club,1983,London,-0.10159865,51.52864165,Grass,514744
Venice,1983,Venice,12.3817426,45.40454324999999,Clay,193029
Bristol,1983,Bristol,-2.5907175,51.46848895,Grass,257372
Wimbledon,1983,London,-0.10159865,51.52864165,Grass,1921045
Newport,1983,Newport,-71.29900634999998,41.4989764,Grass,257372
Gstaad,1983,Gstaad,7.286546450000001,46.4722248,Clay,257372
Stuttgart Outdoor,1983,Stuttgart,9.1772152,48.77920905000001,Clay,257372
Boston,1983,Boston,-70.97028399999998,42.31434994999999,Clay,514744
Bastad,1983,Bastad,12.85985845,56.4277899,Clay,193029
Washington,1983,Washington,-120.88227695,47.27298575,Clay,514744
Hilversum,1983,Hilversum,5.1605481,52.23157145,Clay,193029
Kitzbuhel,1983,Kitzbuhel,12.425144900000001,47.436415000000004,Clay,257372
North Conway,1983,North Conway,-71.13036545,44.04565295,Clay,514744
South Orange,1983,South Orange,-74.25913405,40.748957399999995,Clay,193029
Indianapolis,1983,Indianapolis,-86.13274999999999,39.7797845,Clay,772116
Montreal - Toronto,1983,Montreal,-73.73030250000001,45.55804205,Hard,772116
Cincinnati,1983,Cincinnati,-84.54040144999998,39.13634005,Hard,772116
Stowe,1983,Stowe,-72.71772254999998,44.48060194999999,Hard,193029
US Open,1983,New York,-73.979681,40.6974881,Hard,2058976
Palermo,1983,Palermo,13.35728855,38.1405436,Clay,257372
Dallas,1983,Dallas,-96.73154245,32.820664550000004,Hard,514744
